-805.45776,21.068823,20.138655,18.68412,16.83574,14.7521515,12.600449,10.536448,8.687645,7.1411924,5.9384265,5.0759354,4.512844,4.1824203,4.0058384,3.9058614,3.8181396,3.6987696,3.5271082,3.3043582
-790.19977,35.85243,22.492413,14.13316,10.215584,5.568899,1.7519524,1.9802246,4.191716,5.971645,8.072248,9.8338175,9.438789,8.735941,9.293119,6.6982336,-1.8378251,-9.143045,-7.4200187,-0.44351965
-648.2101,120.36006,-8.195162,9.172237,21.880917,0.27486703,-12.78729,-7.513626,-8.078231,-7.3643637,6.0862713,7.948038,8.997195,9.752222,6.9232345,11.815205,-0.40011543,-14.235741,-6.0971384,-0.574623
-537.6811,156.85564,-20.53736,25.269373,17.729206,13.3278885,-16.23769,-18.184383,-18.99361,-6.7928543,-0.7934639,-3.4967742,0.46365547,-3.2063408,-0.32355124,3.5361109,0.64668196,-15.851903,-3.6755326,-2.9406676
-474.45074,170.58478,-29.25102,27.532368,10.157957,21.727322,-21.855282,-18.767448,-26.705551,-4.593159,-7.370944,-14.718975,-7.071558,-15.472612,1.412454,-0.20959392,1.9484625,-15.384499,-4.0247064,-8.311972
-441.46234,173.4547,-30.047638,32.712753,0.21300702,22.504164,-24.39611,-13.567631,-28.59988,-1.2189231,-6.041547,-18.611116,-12.34565,-27.305702,0.3531315,-3.6098835,-7.0760393,-18.131607,-0.8185203,-14.292011
-421.06293,172.9487,-30.214993,41.56731,-4.704585,27.311401,-20.102818,-10.47994,-28.866787,-3.1295004,-4.9208803,-16.613958,-14.704327,-27.84198,2.117723,-6.3308783,-7.7647676,-17.317928,3.2998586,-16.997345
-405.75308,177.92715,-39.349434,39.824764,-10.801997,30.472713,-13.394142,-15.423941,-28.607689,-8.4403925,-0.6273083,-2.7963922,-7.0014033,-22.340168,4.8661737,-2.6155105,-7.803031,-22.104301,-1.676732,-16.597755
-400.24402,173.80743,-42.265396,44.592003,-11.945408,34.099297,-17.116058,-16.386904,-25.342049,-11.327612,3.0931149,-3.0492845,2.1434627,-14.526221,3.9446216,0.077118516,-7.6155715,-22.891657,-6.1737604,-10.05015
-405.90466,151.40144,-36.423317,56.15776,-11.986619,37.95606,-26.594547,-10.14345,-23.411629,-11.618641,-3.4122682,-7.863764,3.2768283,-14.270571,7.0094547,-2.4252825,-2.4142802,-19.788486,-2.31875,-2.2671762
-403.55377,142.17818,-32.42431,58.68721,-15.292412,37.023373,-34.974003,-3.3096428,-16.392387,-5.1834936,-6.687697,-9.108789,1.7864237,-19.60962,4.4885736,-6.9396796,5.4627786,-11.349375,-1.768023,-3.6686745
-363.76587,148.07283,-53.15795,62.294075,-10.907284,27.918922,-45.96798,-6.9567337,-17.26912,-1.0354519,-19.833336,-16.072392,9.730524,-20.842289,-4.3864603,-9.992871,7.573264,-14.929844,-5.2275553,-7.489668
-348.3996,146.7905,-56.746605,65.01001,-13.823996,26.72015,-48.09288,-4.252513,-19.118465,-0.25039762,-25.046604,-25.593552,6.9679003,-20.266253,-3.2142897,-9.397828,8.017414,-17.989922,-4.9588566,-5.4915023
-355.59183,143.4107,-43.81261,66.75847,-15.942663,30.471127,-50.75891,-2.3144321,-20.775452,0.584895,-21.590694,-27.5065,-1.4871669,-20.054031,1.8536518,-9.342428,10.982201,-16.211163,-5.2753925,-7.8715773
-369.85214,140.27866,-30.933681,69.810196,-16.132704,37.705513,-51.075397,-5.1364627,-23.36675,-6.085351,-13.988535,-20.783203,-7.623706,-20.960623,3.9806538,-10.725053,12.486534,-10.25158,0.5111919,-6.7540836
-388.6521,136.52594,-18.610882,68.96916,-22.08485,40.07608,-44.079178,-1.9709417,-24.52108,-7.8097153,-10.449194,-19.323912,-10.5804,-21.43399,6.3146677,-15.18273,5.906403,-11.488773,-2.8514872,-5.7810545
-405.03732,130.2879,-10.612229,70.812164,-22.740284,43.525616,-39.26175,-0.13009326,-21.321262,-3.3253021,-4.9233303,-13.84005,-6.845443,-18.155453,6.4822416,-14.173084,7.553523,-12.461798,-4.5845714,-7.3437448
-420.83383,130.92505,-7.3314104,70.454636,-20.97002,46.198425,-28.220314,3.455935,-15.881374,-2.6869822,-2.6076908,-12.816917,-6.060885,-13.737949,5.6408014,-17.147526,2.6460114,-16.108274,-3.740592,-3.9986968
-433.45593,139.28827,-8.535949,60.892124,-22.964579,44.629078,-16.245117,7.0651073,-13.949692,-5.6863317,-1.7605209,-15.11282,-7.0206194,-14.034458,5.428444,-13.494385,3.6516395,-11.475657,-8.240744,-9.091282
-431.48978,154.7902,-16.389122,48.798145,-18.74162,45.27788,-12.883482,2.5402308,-14.650973,-6.607657,5.5864553,-14.313434,-5.397091,-10.590738,3.3634758,-8.302113,0.9146723,-8.156047,-4.409688,-12.118065
-418.89926,162.47751,-22.000801,52.330208,-13.582685,43.06092,-14.576095,-0.67145437,-12.331558,-6.9048696,5.8957033,-9.516032,-4.645825,-13.9004965,-0.50771713,-6.2387047,0.8674215,-11.806765,-4.4295754,-12.037767
-405.35043,164.97632,-28.95021,53.721565,-13.221073,36.767784,-15.272453,3.7499337,-15.729623,-13.40929,4.024029,-2.860116,-2.331324,-18.180405,-7.7900996,-6.6577463,6.4655056,-11.976849,-3.831541,-11.717588
-396.34534,182.44516,-30.30711,38.82321,-25.056011,26.818127,-14.0964985,3.6421916,-14.494149,-14.366142,-6.208459,-14.38191,-6.3461313,-14.816158,-2.6282558,-3.03996,5.52322,-16.544544,-6.1465664,-9.664263
-345.83472,220.50648,-27.540785,18.289356,-41.195602,30.294373,-22.533031,7.2341743,-2.1745458,-5.959868,-6.287813,-26.910862,-12.512264,-13.950811,2.3768463,-3.9306946,2.928412,-8.597297,5.1260576,-3.4473329
-332.98764,223.49966,-19.447948,24.123499,-41.693974,36.648434,-24.230534,11.077694,-2.4669738,-3.5011508,1.5430076,-20.914219,-8.273559,-12.737591,3.0409975,-4.4800544,5.859602,-7.1995897,4.302426,-7.100976
-382.3738,205.2156,-8.075333,40.283215,-32.30775,31.6998,-9.8234825,5.215391,-10.045411,1.9291668,8.012588,-10.853504,-0.7428037,-12.401399,2.8152938,-4.0888805,2.7802792,-5.1292315,1.9886487,-12.833838
-414.75266,185.33356,-8.101005,47.94721,-32.681877,20.865612,1.5906243,10.942476,-11.389808,1.9796488,4.49253,-7.9234486,0.9722296,-9.805101,7.3483,-8.702283,-6.7752323,-6.9179893,3.72465,-7.5285583
-433.7973,173.62947,-7.063902,48.776657,-34.654514,17.90006,8.4286995,12.834412,-16.482595,2.2813277,7.50486,-5.303166,0.17990287,-10.813488,6.110374,-8.851568,-2.227149,0.4059366,7.0697145,-5.149949
-412.35944,196.1131,3.9749362,48.613594,-45.065205,6.8118544,-5.820836,3.5546727,-16.47151,-2.9274416,0.6395708,-13.621383,-5.9592557,-12.001503,7.528289,-3.5832663,-2.586689,0.5522608,10.010954,-5.514104
-396.15753,201.52808,5.3420696,49.26237,-43.198555,11.235918,-17.891941,6.6361165,-9.355933,-7.3437114,-4.2119255,-16.640738,-1.6295047,-10.415192,6.5190725,-4.0879035,-1.5955529,0.80826575,8.541577,-7.4861317
-395.10858,210.64883,5.5064716,45.2013,-34.29675,11.298483,-20.454514,8.503079,-8.627567,-7.7995076,-7.406005,-18.459621,-1.7409482,-8.111012,7.20437,-1.625849,6.4291945,2.3427036,3.9994822,-10.122024
-409.558,204.01198,7.4007726,53.105812,-25.90397,13.8304205,-18.164198,6.214604,-9.263921,-7.3421907,2.0957248,-13.1508875,-5.5610647,-8.708107,7.9238777,-3.9074275,0.13730317,1.084847,4.6031175,-9.628679
-438.93558,168.26022,4.6524434,69.675446,-15.968855,24.49399,-16.942923,0.38515145,-12.685684,-6.3063755,8.522931,-4.2542095,-3.3237066,-13.756622,5.5575213,-8.688202,-4.0761023,1.6885003,5.6052656,-6.840749
-441.84277,154.1659,3.2427843,68.05246,-24.35501,28.286076,-21.226759,0.39139348,-7.4433556,-9.261009,0.8399709,-5.3800554,-4.123708,-12.888952,6.9475727,-6.465873,-0.19926056,-0.6790446,6.4730864,-6.001564
-430.75198,151.7952,-1.1802828,59.927704,-30.942047,38.751274,-19.842505,-3.5403519,-12.182402,-5.8087244,7.080433,-2.1184359,-1.7245355,-10.663153,6.645741,-6.6285815,0.63513744,-4.087018,6.183197,-7.435381
-425.14914,146.79095,-0.90777737,61.975353,-34.108467,43.339714,-14.61361,2.3074112,-10.440321,-1.3466924,4.4998846,-7.4648747,-0.3236774,-6.1231413,9.271034,-5.6943426,2.567131,-6.29551,3.8536022,-12.228891
-384.47266,169.21353,-17.886862,48.16758,-39.729256,39.78975,-14.792736,11.549007,-0.38846102,-3.1883502,-8.571397,-24.283058,-4.588073,-0.58621573,10.579817,-7.4486103,7.618128,-0.10855556,4.356663,-13.957152
-363.413,181.96835,-18.27459,45.343422,-38.746826,42.841354,-17.868752,11.487429,-6.206716,-7.177659,-5.1524315,-24.433971,-7.315342,-0.7182947,11.848848,-5.2449565,12.486928,-0.12659568,0.8572836,-12.5875225
-387.90265,170.70587,-5.932293,54.567444,-38.742012,42.86445,-12.180802,13.049719,-10.224834,-8.810648,5.341495,-11.4501915,-5.5045795,-5.969877,8.908015,-4.5037565,10.812163,-4.922765,1.4363383,-7.555929
-414.1701,157.1361,-3.877663,67.89467,-31.10667,37.040947,-9.72894,9.008509,-9.544701,-4.0692472,9.260971,-6.2062645,-0.28336635,-8.040091,5.448863,-9.843704,2.5168583,-5.500417,0.555359,-3.0624418
-412.91782,159.99579,-9.057943,72.66537,-21.377594,29.12952,-14.289949,9.526449,-5.282503,-1.6193334,5.6275406,-10.799116,-4.0708756,-3.8262596,11.480223,-11.367018,-1.2767248,-5.5047703,-1.1141682,-1.6968014
-417.56165,161.61966,-16.929024,67.288956,-15.255568,25.00356,-17.204004,6.005051,-7.311932,-3.5215201,10.67868,-2.1578536,-3.0032387,-1.9285737,10.97884,-8.407517,0.84929216,-5.5113697,-0.52235466,-7.7826567
-420.92133,164.001,-27.201576,57.912846,-10.584148,21.058594,-11.945118,14.3384695,-3.9565125,-4.312801,8.061762,0.62406105,-1.5176703,-0.21377566,11.45308,-5.3047776,5.2928596,-10.488283,-11.301865,-15.363102
-444.9069,160.21085,-20.350012,46.16475,-13.250771,14.817625,-4.2910624,16.186848,-2.989892,2.5677688,2.519733,2.3855639,-2.1739407,2.8161721,6.5233774,-3.928069,6.6734657,-11.105541,-10.464535,-12.476843
